TOPIC,SUBTOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ID,SUBGROUP,SUBGROUP_ID,NESTING_LABEL,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,,2023,8.3,7.7,9.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,,2024,8.5,7.7,9.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,,2019,11.5,9.5,13.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,,2020,9.5,7.2,12.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,,2021,9.7,7.8,12.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,,2022,9.0,7.2,11.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,,2023,8.0,6.4,9.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,With disability,10,,2024,9.4,7.6,11.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,Without disability,11,,2019,14.7,14.1,15.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,Without disability,11,,2020,14.2,13.4,15.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,Without disability,11,,2021,12.8,12.2,13.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,Without disability,11,,2022,12.7,12.0,13.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,Without disability,11,,2023,11.0,10.4,11.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Disability status,4,Without disability,11,,2024,11.8,11.2,12.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2019,14.7,13.7,15.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2020,14.1,12.9,15.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2021,12.8,11.7,13.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2022,12.1,11.1,13.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2023,9.9,9.1,10.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2024,11.7,10.8,12.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2019,14.4,13.6,15.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2020,13.8,12.9,14.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2021,12.6,11.8,13.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2022,12.6,11.9,13.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2023,11.4,10.6,12.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2024,11.6,10.9,12.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Married,14,,2019,10.7,9.9,11.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Married,14,,2020,10.5,9.6,11.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Married,14,,2021,9.7,8.9,10.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Married,14,,2022,9.1,8.3,9.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Married,14,,2023,7.7,7.1,8.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Married,14,,2024,8.8,8.1,9.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2019,17.0,15.2,18.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2020,16.1,14.2,18.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2021,13.6,12.1,15.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2022,12.5,10.9,14.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2023,13.0,11.3,14.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2024,12.3,10.6,14.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Widowed,16,,2019,15.6,11.4,20.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Widowed,16,,2020,17.1,11.4,24.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Widowed,16,,2021,13.7,9.5,18.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Widowed,16,,2022,12.6,9.1,16.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Widowed,16,,2023,11.4,8.0,15.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Widowed,16,,2024,10.1,6.9,14.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Living with a partner,17,,2019,25.6,23.2,28.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Living with a partner,17,,2020,21.5,19.1,24.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Living with a partner,17,,2021,19.2,17.0,21.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Living with a partner,17,,2022,20.9,18.6,23.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Living with a partner,17,,2023,17.3,15.2,19.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Living with a partner,17,,2024,17.0,15.1,19.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Never married,18,,2019,15.7,14.5,17.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Never married,18,,2020,16.0,14.5,17.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Never married,18,,2021,14.7,13.5,16.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Never married,18,,2022,14.2,12.9,15.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Never married,18,,2023,12.5,11.4,13.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Marital status,6,Never married,18,,2024,14.7,13.5,15.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,U.S.-born,19,,2019,11.5,10.8,12.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,U.S.-born,19,,2020,11.1,10.5,11.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,U.S.-born,19,,2021,9.6,9.0,10.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,U.S.-born,19,,2022,9.1,8.5,9.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,U.S.-born,19,,2023,7.7,7.2,8.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,U.S.-born,19,,2024,8.9,8.3,9.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,Foreign-born,20,,2019,25.8,24.0,27.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,Foreign-born,20,,2020,25.0,22.8,27.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,Foreign-born,20,,2021,24.8,22.8,26.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,Foreign-born,20,,2022,24.9,22.9,26.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,Foreign-born,20,,2023,22.4,20.7,24.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Nativity,7,Foreign-born,20,,2024,22.3,20.6,24.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2019,32.9,24.4,42.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2020,27.3,21.0,34.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2021,26.4,19.8,33.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2022,24.1,16.4,33.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2023,23.5,17.5,30.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2024,29.0,21.5,37.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Asian only,22,,2019,7.2,5.4,9.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Asian only,22,,2020,8.8,6.7,11.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Asian only,22,,2021,6.0,4.5,7.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Asian only,22,,2022,7.0,5.3,8.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Asian only,22,,2023,4.1,3.0,5.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Asian only,22,,2024,5.8,4.4,7.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black only,23,,2019,14.4,12.7,16.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black only,23,,2020,14.7,12.8,16.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black only,23,,2021,13.5,11.9,15.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black only,23,,2022,13.1,11.5,14.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black only,23,,2023,10.3,8.8,11.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black only,23,,2024,10.9,9.4,12.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,,2019,14.8,7.6,24.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,,2021,22.8,10.9,39.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,White only,25,,2019,13.1,12.4,13.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,White only,25,,2020,11.9,11.1,12.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,White only,25,,2021,11.0,10.3,11.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,White only,25,,2022,10.3,9.6,11.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,White only,25,,2023,9.4,8.8,10.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,White only,25,,2024,10.3,9.6,11.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2019,25.5,16.8,35.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2020,28.1,17.2,41.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2021,17.8,10.9,26.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2022,15.7,8.4,25.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2023,23.7,16.5,32.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2024,8.9,4.4,15.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black and White,27,,2019,27.9,16.5,41.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black and White,27,,2020,17.2,8.2,30.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black and White,27,,2021,19.6,11.3,30.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black and White,27,,2023,13.9,7.9,22.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race,8,Black and White,27,,2024,16.8,9.8,26.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2019,30.2,28.2,32.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2020,29.7,27.3,32.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2021,28.7,26.6,30.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2022,28.1,26.1,30.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2023,24.7,22.9,26.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2024,25.3,23.6,27.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2019,32.7,30.1,35.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2020,33.2,30.0,36.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2021,33.3,30.7,36.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2022,31.3,28.7,33.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2023,27.4,25.0,29.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2024,27.7,25.4,30.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2019,11.0,10.3,11.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2020,10.3,9.6,10.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2021,8.9,8.3,9.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2022,8.6,8.1,9.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2023,7.3,6.9,7.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2024,8.1,7.6,8.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2019,14.3,12.5,16.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2020,14.5,12.6,16.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2021,13.6,11.9,15.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2022,13.4,11.7,15.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2023,10.2,8.7,11.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2024,10.5,9.0,12.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2019,10.2,9.5,10.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2020,9.1,8.4,9.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2021,7.8,7.3,8.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2022,7.5,6.9,8.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2023,6.8,6.2,7.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2024,7.8,7.1,8.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2019,11.3,9.3,13.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2020,12.1,10.0,14.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2021,9.1,7.4,11.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2022,9.1,7.6,10.9
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2023,7.2,5.9,8.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2024,7.4,6.1,9.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Female,34,,2019,13.1,12.2,14.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Female,34,,2020,13.2,12.2,14.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Female,34,,2021,10.7,9.9,11.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Female,34,,2022,10.6,9.8,11.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Female,34,,2023,9.1,8.4,9.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Female,34,,2024,10.3,9.5,11.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Male,35,,2019,16.0,15.1,17.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Male,35,,2020,14.7,13.7,15.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Male,35,,2021,14.6,13.7,15.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Male,35,,2022,14.3,13.4,15.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Male,35,,2023,12.5,11.7,13.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sex,10,Male,35,,2024,13.1,12.2,14.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2019,17.1,12.8,22.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2020,16.8,12.2,22.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2021,14.2,10.3,18.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2022,11.1,8.0,14.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2023,8.5,5.9,11.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2024,12.3,9.6,15.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2019,10.7,6.8,15.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2020,10.2,6.3,15.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2021,7.8,5.1,11.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2022,6.2,3.7,9.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2023,8.9,6.2,12.3
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2024,6.3,4.0,9.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Straight,38,,2019,14.3,13.6,15.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Straight,38,,2020,13.9,13.1,14.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Straight,38,,2021,12.5,11.8,13.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Straight,38,,2022,12.3,11.6,13.0
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Straight,38,,2023,10.8,10.2,11.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Sexual orientation,11,Straight,38,,2024,11.8,11.2,12.4
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Veteran,39,,2019,6.3,4.6,8.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Veteran,39,,2020,6.7,4.9,8.8
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Veteran,39,,2021,3.7,2.6,5.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Veteran,39,,2022,6.9,5.1,9.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Veteran,39,,2023,4.0,2.8,5.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Veteran,39,,2024,3.7,2.6,5.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2019,14.8,14.1,15.5
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2020,14.2,13.4,15.1
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2021,13.0,12.3,13.7
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2022,12.5,11.8,13.2
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2023,11.0,10.4,11.6
Uninsured at time of interview among adults,,Health insurance,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2024,12.1,11.5,12.7
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2019,14.1,13.3,15.0
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2020,13.1,12.2,14.1
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2021,12.1,11.3,12.9
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2022,12.2,11.4,13.1
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2023,10.1,9.4,10.8
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,,2024,10.9,10.1,11.7
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2019,14.0,12.8,15.3
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2020,13.8,12.5,15.2
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2021,13.0,11.8,14.3
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2022,12.1,10.9,13.5
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2023,12.1,11.0,13.3
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,,2024,12.6,11.4,13.8
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2019,17.5,15.1,20.2
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2020,17.9,15.0,21.0
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2021,14.4,12.0,17.1
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2022,13.9,11.8,16.2
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2023,10.9,9.1,12.9
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,,2024,13.1,11.6,14.7
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Northeast,44,,2019,8.4,7.1,9.8
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Northeast,44,,2020,7.9,6.6,9.5
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Northeast,44,,2021,7.1,6.0,8.4
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Northeast,44,,2022,6.2,5.1,7.4
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Northeast,44,,2023,6.2,5.3,7.3
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Northeast,44,,2024,7.6,6.4,9.1
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Midwest,45,,2019,11.1,9.9,12.4
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Midwest,45,,2020,10.7,9.4,12.0
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Midwest,45,,2021,9.0,7.9,10.1
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Midwest,45,,2022,9.1,8.0,10.3
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Midwest,45,,2023,8.1,7.0,9.2
Uninsured at time of interview among adults,,Health insurance,Geographic Characteristic,Region,14,Midwest,45,,2024,9.4,8.4,10.5
